"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation"
"319","BE","1","1",45,"Christians","Married","Satisfied",5,"Contact","High class","Self employed"
"320","BE","0","1",18,"Christians","Single","Satisfied",6,"No contact","Middle class","Student"
"321","BE","0","0",24,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"322","BE","0","1",35,"Not religious","Single","Satisfied",8,"No contact","Middle class","Employed"
"323","BE","1","0",37,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed"
"324","BE","0","0",57,"Not religious","Married","Satisfied",8,"Contact","High class","Employed"
"325","BE","0","1",67,"Other religions","Widowed","Satisfied",8,"Contact","Middle class","Employed"
"326","BE","0","1",52,"Not religious","Married","Satisfied",4,"Contact","Middle class","Self employed"
"327","BE","1","0",68,"Not religious","Married","Satisfied",4,"Contact","Middle class","Retired"
"328","BE","1","1",47,"Not religious","Single","Satisfied",1,"Contact","Middle class","Student"
"329","BE","1","1",25,"Not religious","Single","Satisfied",5,"Contact","Middle class","Student"
"330","BE","1","0",19,"Not religious","Single","Satisfied",6,"Contact","High class","Student"
"331","BE","0","1",32,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed"
"332","BE","1","1",52,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"333","BE","0","0",67,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired"
"334","BE","0","0",43,"Muslims","Married","Satisfied",7,"No contact","Middle class","Self employed"
"335","BE","0","1",17,"Christians","Single","Satisfied",4,"No contact","Working class","Employed"
"336","BE","0","0",27,"Christians","Single","Satisfied",5,"No contact","High class","Employed"
"337","BE","0","1",35,"Christians","Single","Satisfied",7,"Contact","Middle class","Employed"
"338","BE","1","0",36,"Not religious","Single","Satisfied",4,"Contact","Middle class","Employed"
"339","BE","0","0",59,"Muslims","Married","Satisfied",3,"Contact","Middle class","Employed"
"340","BE","1","1",45,"Not religious","Single","Satisfied",7,"Contact","Middle class","Employed"
"341","BE","0","0",68,"Muslims","Married","Satisfied",7,"Contact","Middle class","Retired"
"342","BE","0","1",21,"Christians","Single","Satisfied",6,"No contact","Middle class","Student"
"343","BE","0","1",62,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed"
"344","BE","0","1",58,"Christians","Married","Satisfied",6,"Contact","Middle class","Unemployed"
"345","BE","0","0",23,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed"
"346","BE","0","0",34,"Muslims","Single","Satisfied",5,"Contact","Middle class","Employed"
"347","BE","1","0",65,"Christians","Widowed","Satisfied",7,"No contact","High class","Retired"
"348","BE","0","1",46,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed"
"349","BE","1","1",19,"Muslims","Single","Satisfied",4,"No contact","Middle class","Student"
"350","BE","0","0",18,"Christians","Single","Satisfied",4,"Contact","Middle class","Student"
"351","BE","0","1",27,"Christians","Single","Satisfied",7,"Contact","Middle class","Employed"
"352","BE","1","0",67,"Christians","Married","Satisfied",4,"No contact","Middle class","Retired"
"353","BE","0","0",39,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed"
"354","BE","0","0",20,"Muslims","Single","Satisfied",4,"Contact","Working class","Student"
"355","BE","0","0",45,"Muslims","Single","Satisfied",7,"No contact","Middle class","Employed"
"356","BE","0","0",60,"Christians","Divorced","Satisfied",8,"No contact","Middle class","Retired"
"357","BE","1","0",52,"Christians","Divorced","Satisfied",7,"No contact","Working class","Unemployed"
"358","BE","0","0",45,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed"
"359","BE","1","1",20,"Christians","Single","Satisfied",6,"No contact","Middle class","Student"
"360","BE","1","1",36,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"361","BE","0","0",17,"Christians","Single","Satisfied",7,"Contact","Middle class","Student"
"362","BE","0","0",29,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed"
"363","BE","0","1",66,"Christians","Widowed","Satisfied",4,"No contact","Middle class","Retired"
"364","BE","0","1",17,"Christians","Single","Satisfied",7,"Contact","Middle class","Student"
"365","BE","0","1",39,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed"
"366","BE","0","0",48,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"367","BE","0","1",42,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"368","BE","1","0",41,"Christians","Married","Satisfied",8,"Contact","Middle class","Employed"
"369","BE","1","1",41,"Christians","Married","Satisfied",5,"Contact","Middle class","Self employed"
"370","BE","1","0",52,"Not religious","Married","Satisfied",5,"Contact","Working class","Employed"
"371","BE","1","1",34,"Christians","Single","Satisfied",7,"Contact","Middle class","Self employed"
"372","BE","1","0",29,"Christians","Single","Satisfied",7,"Contact","Middle class","Self employed"
"373","BE","1","1",59,"Not religious","Married","Satisfied",5,"Contact","Middle class","Retired"
"374","BE","1","1",53,"Christians","Single","Satisfied",8,"Contact","Middle class","Employed"
"375","BE","1","0",59,"Christians","Married","Satisfied",6,"No contact","Working class","Retired"
"376","BE","1","0",39,"Christians","Married","Satisfied",3,"Contact","Middle class","Employed"
"377","BE","1","1",29,"Not religious","Single","Satisfied",4,"Contact","Middle class","Employed"
"378","BE","1","0",31,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"379","BE","1","1",84,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"380","BE","1","1",48,"Christians","Divorced","Satisfied",4,"Contact","Middle class","Employed"
"381","BE","1","1",54,"Christians","Divorced","Satisfied",6,"Contact","Middle class","Retired"
"382","BE","1","0",58,"Not religious","Married","Satisfied",5,"Contact","High class","Self employed"
"383","BE","1","0",51,"Christians","Married","Satisfied",5,"Contact","High class","Self employed"
"384","BE","1","1",16,"Christians","Other","Satisfied",4,"Contact","Middle class","Student"
"385","BE","1","0",16,"Christians","Other","Satisfied",5,"No contact","High class","Student"
"386","BE","1","1",16,"Christians","Other","Satisfied",7,"No contact","Middle class","Student"
"387","BE","0","0",74,"Christians","Married","Satisfied",4,"Contact","Working class","Retired"
"388","BE","0","1",69,"Christians","Single","Satisfied",5,"Contact","Middle class","Retired"
"389","BE","1","0",48,"Not religious","Divorced","Satisfied",4,"Contact","Working class","Employed"
"390","BE","1","1",63,"Not religious","Married","Satisfied",6,"Contact","Middle class","Retired"
"391","BE","1","0",76,"Christians","Married","Satisfied",6,"No contact","Working class","Retired"
"392","BE","1","1",53,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"393","BE","0","0",40,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"394","BE","1","1",77,"Other religions","Married","Satisfied",7,"No contact","Middle class","Retired"
"395","BE","1","1",80,"Christians","Widowed","Satisfied",5,"No contact","High class","Retired"
"396","BE","1","0",17,"Not religious","Single","Satisfied",10,"No contact","Middle class","Student"
"397","BE","1","0",49,"Orthodox Christian","Married","Satisfied",5,"No contact","Working class","Employed"
"398","BE","0","0",26,"Muslims","Single","Satisfied",1,"Contact","Working class","Employed"
"399","BE","1","0",46,"Not religious","Single","Satisfied",10,"No contact","Middle class","Self employed"
"400","BE","1","1",26,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"401","BE","0","0",18,"Christians","Single","Satisfied",9,"Contact","Middle class","Student"
"402","BE","1","1",29,"Christians","Single","Satisfied",9,"No contact","Working class","Employed"
"403","BE","1","1",66,"Christians","Divorced","Satisfied",4,"Contact","Working class","Retired"
"404","BE","1","1",80,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"405","BE","1","1",46,"Not religious","Married","Satisfied",9,"Contact","Middle class","Self employed"
"406","BE","1","1",16,"Christians","Single","Satisfied",10,"Contact","Working class","Student"
"407","BE","1","1",24,"Muslims","Single","Satisfied",2,"No contact","Working class","Employed"
"408","BE","1","1",53,"Christians","Married","Satisfied",4,"No contact","High class","Employed"
"409","BE","1","0",54,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed"
"410","BE","1","1",59,"Not religious","Married","Satisfied",6,"No contact","Middle class","Employed"
"411","BE","1","0",76,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired"
"412","BE","1","1",67,"Christians","Married","Satisfied",5,"No contact","High class","Retired"
"413","BE","1","0",66,"Not religious","Married","Satisfied",7,"No contact","Middle class","Self employed"
"414","BE","1","0",75,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired"
"415","BE","1","1",65,"Christians","Single","Satisfied",7,"No contact","Middle class","Self employed"
"416","BE","1","1",54,"Not religious","Married","Satisfied",6,"Contact","Middle class","Employed"
"417","BE","0","0",33,"Christians","Single","Satisfied",10,"No contact","Middle class","Retired"
"418","BE","1","1",69,"Not religious","Married","Satisfied",5,"Contact","Middle class","Retired"
"419","BE","1","1",64,"Not religious","Single","Satisfied",6,"Contact","Middle class","Retired"
"420","BE","1","1",73,"Not religious","Divorced","Satisfied",7,"Contact","Middle class","Retired"
"421","BE","1","1",43,"Not religious","Single","Not satisfied",9,"Contact","Working class","Employed"
"422","BE","1","0",79,"Other religions","Married","Satisfied",4,"No contact","Middle class","Retired"
"423","BE","1","0",45,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed"
"424","BE","1","1",16,"Christians","Single","Satisfied",4,"Contact","Middle class","Student"
"425","BE","1","0",69,"Not religious","Married","Satisfied",4,"Contact","Middle class","Retired"
"426","BE","1","1",63,"Not religious","Married","Satisfied",1,"Contact","Working class","Self employed"
"427","BE","1","1",15,"Not religious","Single","Satisfied",2,"Contact","Middle class","Student"
"428","BE","1","1",82,"Christians","Widowed","Satisfied",5,"Contact","Middle class","Retired"
"429","BE","1","1",30,"Christians","Single","Satisfied",5,"Contact","Middle class","Retired"
"430","BE","1","0",65,"Not religious","Married","Satisfied",8,"Contact","Working class","Retired"
"431","BE","1","1",61,"Christians","Divorced","Satisfied",5,"Contact","Working class","Retired"
"432","BE","1","0",51,"Christians","Single","Satisfied",4,"Contact","Working class","Retired"
"433","BE","1","0",68,"Not religious","Divorced","Not satisfied",5,"Contact","Working class","Retired"
"434","BE","1","0",62,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"435","BE","1","0",63,"Christians","Single","Satisfied",3,"Contact","Middle class","Retired"
"436","BE","1","1",29,"Not religious","Single","Satisfied",3,"Contact","High class","Employed"
"437","BE","1","0",57,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"438","BE","1","0",59,"Not religious","Married","Satisfied",9,"Contact","Middle class","Self employed"
"439","BE","0","0",56,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"440","BE","1","0",49,"Christians","Married","Satisfied",9,"No contact","High class","Self employed"
"441","BE","1","0",42,"Christians","Married","Satisfied",5,"No contact","Middle class","Self employed"
"442","BE","0","0",21,"Christians","Single","Satisfied",1,"No contact","Working class","Employed"
"443","BE","1","1",86,"Christians","Widowed","Satisfied",2,"No contact","Working class","Retired"
"444","BE","1","0",82,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"445","BE","1","1",32,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"446","BE","1","0",22,"Not religious","Single","Satisfied",6,"Contact","Middle class","Student"
"447","BE","1","1",53,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"448","BE","1","1",37,"Not religious","Married","Satisfied",3,"Contact","Working class","Employed"
"449","BE","1","1",59,"Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"450","BE","1","1",27,"Not religious","Single","Satisfied",5,"Contact","Working class","Unemployed"
"451","BE","1","0",71,"Christians","Married","Satisfied",7,"Contact","Middle class","Retired"
"452","BE","0","1",67,"Christians","Divorced","Satisfied",4,"Contact","Working class","Retired"
"453","BE","1","0",29,"Christians","Single","Satisfied",5,"No contact","Middle class","Employed"
"454","BE","1","0",47,"Christians","Divorced","Satisfied",4,"Contact","Middle class","Self employed"
"455","BE","1","0",70,"Not religious","Married","Satisfied",4,"Contact","Middle class","Retired"
"456","BE","1","1",38,"Christians","Single","Satisfied",1,"Contact","Middle class","Employed"
"457","BE","1","1",22,"Not religious","Single","Satisfied",5,"Contact","Middle class","Student"
"458","BE","1","1",21,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"459","BE","1","0",28,"Not religious","Single","Satisfied",8,"Contact","Middle class","Employed"
"460","BE","1","1",25,"Not religious","Single","Satisfied",7,"Contact","Middle class","Employed"
"461","BE","1","1",31,"Christians","Single","Satisfied",6,"Contact","Working class","Employed"
"462","BE","1","1",64,"Christians","Married","Satisfied",4,"No contact","Working class","Retired"
